input,initial psnr,optimal stopping point,maximum psnr
noisy,26.5019208367646,5998,27.243521681571394
deconv,23.01684756818515,3439,33.31435944293609
neural,27.07474950199435,2753,31.63323668616817
deconv_neural,29.358408446029912,3666,33.232546121371726
Gaussian_filt,26.86442728872853,5994,26.779722415047335
Median_filt,26.95370401800544,5998,27.00919981245413
bilateral,26.761381404571296,5987,26.74322086088493
