input,initial psnr,optimal stopping point,maximum psnr
noisy,32.12907241621576,2155,32.9230327742512
deconv,28.930008838029448,4442,39.710765776877544
neural,37.39217041643481,5990,39.64362055339968
deconv_neural,37.79844965062605,5983,40.65293688612064
Gaussian_filt,32.55881965872504,5971,32.56583400955017
Median_filt,32.740707632802994,5953,32.865076311731876
bilateral,31.91846021589955,5998,31.97024844654219
