input,initial psnr,optimal stopping point,maximum psnr
noisy,24.9774881692997,5983,25.457393241115636
deconv,23.0039531424484,3854,30.577229327611622
neural,25.688660729361068,2613,28.06276978468174
deconv_neural,28.253693128935602,4857,29.81236590046877
Gaussian_filt,24.797657669491606,5999,24.65103001182775
Median_filt,25.057541758442355,5996,25.036458105418838
bilateral,24.93525669984715,5998,24.825875854709242
