input,initial psnr,optimal stopping point,maximum psnr
noisy,25.2283268467135,1892,32.7514514815963
deconv,15.333975156009512,964,34.76015432572475
neural,19.114115068316504,823,35.47265774278005
deconv_neural,21.138787180153034,907,36.561713668082845
Gaussian_filt,31.250339737161333,2628,32.328076822817735
Median_filt,30.257832288009393,2322,32.57794160777396
bilateral,30.036209882368546,716,31.73088643312829
