input,initial psnr,optimal stopping point,maximum psnr
noisy,23.96374526119661,581,24.826597336023234
deconv,23.878659960556515,2618,33.38278615557237
neural,27.286777011799167,1128,31.90457740488106
deconv_neural,30.495755045642223,1595,35.6510538185841
