input,initial psnr,optimal stopping point,maximum psnr
noisy,13.85188980787733,964,14.147659185976725
deconv,16.384892349115276,1621,22.993056402082566
neural,17.54816131092516,4092,20.458311608933787
deconv_neural,20.409348764379732,5101,22.959644004195713
